originalSentence,referenceSentence,tamperingType,tamperedSentence,"LLMScore (Sim, Con)",BLEU,METEOR,Rouge1 r,Rouge1 p,Rouge1 f,Rouge2 r,Rouge2 p,Rouge2 f,Rougel r,Rougel p,Rougel f,LLM-Sim,LLM-Con,originalLanguage
situationen dér er fuldstændig uacceptabel.,the situation there is totally unacceptable.,Replace Character,situationen dér er fuldstændig uacceptabei.,"(0.95, 0.99)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.95,0.99,da
det gælder også for indberettere.,this also applies to whistle-blowers.,Replace Character,det gælder ogwå for indberettere.,"(0.95, 0.99)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.99,da
antallet af tjenestegrene er reduceret.,the number of departments has been reduced.,Replace Character,antallet am tjenestegrene er reduceret.,"(0.99, 0.95)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,0.95,da
vi anerkender forslagene om aktivitetsbaseret budgettering.,we recognise the proposals on activity-based budgeting.,Replace Character,vi anerkeneer forslagene om aktivitetsbaseret budgettering.,"(0.99, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
det første punkt er kommissærernes individuelle ansvar.,"firstly, there is the commissioners' individual responsibility.",Remove Token,det første punkt kommissærernes individuelle ansvar.,"(0.95, 0.95)",0.5154486831107657,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.95,0.95,da
parlamentet venter spændt på dette reformprogram.,this parliament anxiously awaits this complete reform programme.,Duplicate character,parlamentet venter spændt på dette reformproogram.,"(0.99, 1.00)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,1.0,da
"derudover er den ""forvirret"".",it is also 'confusing' .,Duplicate character,"derudover er deen ""forvirret"".","(0.95, 0.95)",0.488923022434901,0.8413,0.75,0.75,0.749999995,0.3333333333333333,0.3333333333333333,0.3333333283333334,0.75,0.75,0.749999995,0.95,0.95,da
det spørgsmål plager mig gang på gang.,i find this question more and more worrying.,Remove Token,det spørgsmål plager mig gang på.,"(0.95, 0.98)",0.7289545183625967,0.8034,1.0,1.0,0.999999995,0.8333333333333334,1.0,0.9090909041322316,1.0,1.0,0.999999995,0.95,0.98,da
racismen er rodfæstet i irland.,racism in ireland is endemic.,Add random word,racismen er rodfæstet i irland floskel.,"(0.75, 0.9)",0.6434588841607617,0.9654,1.0,0.8333333333333334,0.9090909041322316,1.0,0.8,0.8888888839506174,1.0,0.8333333333333334,0.9090909041322316,0.75,0.9,da
det sker allerede gennem de nationale retssystemer.,that is already secured by means of the various national legal systems.,Remove Token,sker allerede gennem de nationale retssystemer.,"(1.00, 1.00)",0.8668778997501817,0.8848,0.8571428571428571,1.0,0.9230769181065088,0.8333333333333334,1.0,0.9090909041322316,0.8571428571428571,1.0,0.9230769181065088,1.0,1.0,da
"det viser, hvor vanskelige disse sager er.",this indicates how difficult these dossiers are.,Remove Token,"det viser, hvor vanskelige disse sager.","(0.95, 0.99)",0.767279645960659,0.8919,0.8571428571428571,1.0,0.9230769181065088,0.8333333333333334,1.0,0.9090909041322316,0.8571428571428571,1.0,0.9230769181065088,0.95,0.99,da
det ser vi konsekvenserne af nu!,and these are the consequences!,Duplicate character,det seer vi konsekvenserne af nu!,"(0.95, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.99,da
idéen bag forsigtighedsprincippet er tydelig.,the essence of the precautionary principle is clear.,Remove Token,idéen bag forsigtighedsprincippet tydelig.,"(0.98, 0.95)",7.070696784820904e-78,0.8203,0.8,1.0,0.8888888839506174,0.5,0.6666666666666666,0.5714285665306124,0.8,1.0,0.8888888839506174,0.98,0.95,da
den varede kun fem måneder.,it lasted only five months.,Swap characters,den vareed kun fem måneder.,"(0.99, 0.99)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,0.99,da
så bliver de bureaukratiske forhindringer lavere.,"accordingly, the bureaucratic hurdles that have to be overcome would be lower in this instance.",Swap characters,så bliver de bureaukratiske ofrhindringer lavere.,"(0.98, 0.95)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.98,0.95,da
"mange tak, hr. kommissær bolkestein.","thank you very much, commissioner bolkestein.",Duplicate character,"mange tak, hr. kommisssær bolkestein.","(0.99, 0.95)",0.5946035575013605,0.8648,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,0.95,da
"vi mener, at det er rigtigt.",we think they should.,Swap characters,"vi mener, at det er rigtgit.","(0.99, 0.99)",0.7071067811865475,0.8648,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
der findes en masse gode ændringsforslag.,there are a number of sound amendments.,Swap characters,der findes en masse gode ædnringsforslag.,"(0.95, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.99,da
det kan vi ikke acceptere.,we cannot accept this.,Negation,det kan vi acceptere.,"(0.85, 0.95)",7.070696784820904e-78,0.8203,0.8,1.0,0.8888888839506174,0.5,0.6666666666666666,0.5714285665306124,0.8,1.0,0.8888888839506174,0.85,0.95,da
vi går nu over til afstemning.,we shall now proceed to the vote.,Swap words,vi går nu til over afstemning. ,"(0.95, 0.90)",6.86809206056511e-78,0.9067,1.0,0.8571428571428571,0.9230769181065088,0.4,0.3333333333333333,0.3636363586776859,0.8333333333333334,0.7142857142857143,0.7692307642603551,0.95,0.9,da
(forslaget til lovgivningsmæssig beslutning vedtoges),(parliament adopted the legislative resolution),Replace Token with Random Word,(kanonade til lovgivningsmæssig beslutning vedtoges),"(0.60, 0.85)",0.6434588841607617,0.8413,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.6,0.85,da
godkendelsen af protokollen udsættes således.,i shall therefore postpone the approval of the minutes.,Replace Character,godkendelsen af protukollen udsættes således.,"(0.99, 0.99)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,0.99,da
dermed skyder vi over målet.,we would then be overreaching ourselves.,Replace Token with Random Word,dermed svigt vi over målet.,"(0.20, 0.95)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.2,0.95,da
det er desværre ikke tilfældet i irland.,"this, unfortunately, is not the case in ireland.",Negation,det er desværre tilfældet i irland.,"(0.85, 0.95)",0.5154486831107657,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.85,0.95,da
investeringerne skal have en visionær retning.,the investment needs to be visionary.,Duplicate character,iinvesteringerne skal have en visionær retning.,"(0.99, 0.99)",0.8091067115702212,0.8552,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
hold op med at lyve.,tell the truth for once.,Swap words,hold med op at lyve. ,"(0.95, 0.99)",6.86809206056511e-78,0.8519,1.0,0.8333333333333334,0.9090909041322316,0.25,0.2,0.2222222172839507,0.8,0.6666666666666666,0.7272727223140496,0.95,0.99,da
disse målsætninger bør være hovedmålsætningerne.,it is a question of objectives that must be pursued as a priority.,Duplicate Token,disse målsætninger bør være hovedmålsætningerne hovedmålsætningerne.,"(0.95, 0.95)",0.6803749333171202,0.9654,1.0,1.0,0.999999995,1.0,0.8,0.8888888839506174,1.0,1.0,0.999999995,0.95,0.95,da
"nej, det gør det ikke!","no, it does not!",Negation,"nej, det gør det!","(0.85, 0.95)",0.6731821382417487,0.8535,0.75,0.75,0.749999995,0.5,0.6666666666666666,0.5714285665306124,0.75,0.75,0.749999995,0.85,0.95,da
"kære kollega, de skal have tak.","thank you, mr de rossa.",Swap words,"kollega, kære de skal have tak. ","(0.95, 0.9)",0.6147881529512644,0.9736,1.0,0.8571428571428571,0.9230769181065088,0.6,0.5,0.5454545404958678,0.8333333333333334,0.7142857142857143,0.7692307642603551,0.95,0.9,da
a word on the method.,et par bemærkninger om metoden.,Duplicate Token,a word word on the method.,"(0.95, 0.95)",0.6803749333171202,0.9654,1.0,1.0,0.999999995,1.0,0.8,0.8888888839506174,1.0,1.0,0.999999995,0.95,0.95,en
(parliament adopted the legislative resolution),(forslaget til lovgivningsmæssig beslutning vedtoges),Duplicate character,(parlliament adopted the legislative resolution),"(0.95, 0.95)",0.6434588841607617,0.8413,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.95,0.95,en
piecyk recommendation for second reading (a5-0232/2000),indstilling ved andenbehandling (a5-0232/2000),Remove Token,recommendation for second reading (a5-0232/2000),"(0.95, 0.95)",0.8668778997501817,0.8848,0.8333333333333334,1.0,0.9090909041322316,0.8,1.0,0.8888888839506174,0.8333333333333334,1.0,0.9090909041322316,0.95,0.95,en
so we must not rush things.,vi skal derfor heller ikke handle overilet.,Negation,so we must rush things.,"(0.05, 0.95)",8.221833772233233e-78,0.8535,0.8333333333333334,1.0,0.9090909041322316,0.6,0.75,0.6666666617283951,0.8333333333333334,1.0,0.9090909041322316,0.05,0.95,en
it will totally change the eu.,det vil forandre eu fuldstændigt.,Remove Token,it will totally the eu.,"(0.85, 0.95)",8.221833772233233e-78,0.8535,0.8333333333333334,1.0,0.9090909041322316,0.6,0.75,0.6666666617283951,0.8333333333333334,1.0,0.9090909041322316,0.85,0.95,en
this is not a realistic idea.,denne tanke er ikke realistisk.,Negation,this is a realistic idea.,"(0.90, 0.95)",0.5115078115793242,0.8535,0.8333333333333334,1.0,0.9090909041322316,0.6,0.75,0.6666666617283951,0.8333333333333334,1.0,0.9090909041322316,0.9,0.95,en
i have noted a dangerous trend.,jeg konstaterer en farlig udvikling.,Remove Character,i have noted a dangeros trend.,"(0.99, 0.99)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,en
one might well wonder why.,man kan spørge sig selv hvorfor.,Replace Character,one dight well wonder why.,"(0.95, 0.95)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.95,en
that is our common task.,det er vores fælles opgave.,Replace Token with Random Word,that is meeks common task.,"(0.85, 0.95)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.85,0.95,en
(the president cut the speaker off),(formanden fratog taleren ordet),Remove Character,(he president cut the speaker off),"(0.98, 0.99)",0.7071067811865475,0.8648,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.98,0.99,en
we must establish a register.,"det er nødvendigt, at vi opretter et register.",Swap characters,we must establish a ergister.,"(0.95, 0.95)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.95,0.95,en
i believe it is not.,jeg mener nej.,Negation,i believe it is.,"(0.6, 0.9)",0.5789300674674098,0.8203,0.8,1.0,0.8888888839506174,0.75,1.0,0.8571428522448981,0.8,1.0,0.8888888839506174,0.6,0.9,en
the commission cannot accept this amendment.,kommissionen kan ikke godkende dette ændringsforslag.,Negation,the commission can accept this amendment.,"(0.95, 0.95)",0.5154486831107657,0.8757,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.95,en
it concerns amendment no 3.,"det drejer sig om ændringsforslag 3, som jeg har indgivet.",Replace Token with Random Word,it concerns amendment unperceiving 3.,"(0.75, 0.90)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.75,0.9,en
the death sentence is widely used.,dødsstraf er almindelig.,Duplicate character,the death sentencee is widely used.,"(0.95, 0.95)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.95,en
these two activities should always remain separate.,det skal altid adskilles.,Remove Token,two activities should always remain separate.,"(0.95, 0.95)",0.8668778997501817,0.8848,0.8571428571428571,1.0,0.9230769181065088,0.8333333333333334,1.0,0.9090909041322316,0.8571428571428571,1.0,0.9230769181065088,0.95,0.95,en
that is what we do.,helt rigtigt!,Swap characters,that is waht we do.,"(0.95, 0.99)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.99,en
we need a little history.,man må se lidt tilbage i tiden.,Duplicate character,we need a littlle history.,"(0.99, 1.00)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,1.0,en
(parliament adopted the legislative resolution),(forslaget til lovgivningsmæssig beslutning vedtoges),Duplicate Token,(parliament adopted the legislative resolution resolution),"(0.95, 0.95)",0.7400828044922853,0.9744,1.0,0.8333333333333334,0.9090909041322316,0.75,0.6,0.6666666617283951,1.0,0.8333333333333334,0.9090909041322316,0.95,0.95,en
such a situation requires tact.,sådan en situation kræver finfølelse.,Duplicate Token,such such a situation requires tact.,"(1.00, 1.00)",0.8091067115702212,0.9813,1.0,1.0,0.999999995,1.0,0.8,0.8888888839506174,1.0,1.0,0.999999995,1.0,1.0,en
that is a serious error.,det er en alvorlig fejl.,Remove Character,that is a seriou error.,"(0.95, 0.99)",7.262123179505913e-78,0.9977,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.99,en
my second point refers to serbia itself.,mit andet punkt vedrører selve serbien.,Remove Token,my second point to serbia itself.,"(0.95, 0.95)",0.5154486831107657,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.95,0.95,en
the right to life is sacrosanct.,retten til livet er hellig.,Swap characters,the right to life is sacrosacnt.,"(0.98, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.98,0.99,en
a choice between right and left.,et valg mellem højre og venstre.,Remove Character,a choice betwen right and left.,"(1.00, 1.00)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,1.0,1.0,en
(the president cut off the speaker),(formanden afbrød taleren),Remove Character,(the president cut off the speake),"(0.95, 0.99)",0.7071067811865475,0.8648,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.99,en
"vi ønsker en ordentlig emissionshandel, ikke fritagelser.","we want proper emissions trading, not exemptions.",Negation,"vi ønsker en ordentlig emissionshandel, fritagelser.","(0.85, 0.95)",0.6752918218126556,0.8919,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.85,0.95,da
og hvilket svar giver vi dem?,and what answer do we give them?,Replace Token with Random Word,og hvilket svar giver knase dem?,"(0.85, 0.95)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.85,0.95,da
lad os vente og se.,let us wait and see.,Swap characters,lad os vente og es.,"(0.85, 0.95)",0.537284965911771,0.8067,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.85,0.95,da
meget skal foregå på nationalt plan.,a lot has to be done at national level.,Remove Token,meget skal foregå på plan.,"(0.85, 0.90)",0.5115078115793242,0.8535,0.8333333333333334,1.0,0.9090909041322316,0.6,0.75,0.6666666617283951,0.8333333333333334,1.0,0.9090909041322316,0.85,0.9,da
der foregår flere hundrede anholdelser der.,there are hundreds and hundreds of arrests there.,Replace Character,der foregår flere hundrede anholdelser det.,"(0.95, 0.98)",0.6434588841607617,0.8036,1.0,0.8333333333333334,0.9090909041322316,0.8,0.8,0.7999999950000002,1.0,0.8333333333333334,0.9090909041322316,0.95,0.98,da
der er ikke sket noget som helst.,nothing has been done.,Negation,der er sket noget som helst.,"(0.1, 0.9)",0.6129752413741056,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.1,0.9,da
tak for deres deltagelse i dag.,thank you for your participation today.,Remove Character,tak for dres deltagelse i dag.,"(0.99, 0.99)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
den europæiske partnerskabspolitik belønner fremskridt.,enp partnership rewards progress.,Replace Character,den europæiske partnerskabspolitik belønnem fremskridt.,"(0.99, 0.99)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.99,0.99,da
det er et aldeles velbegrundet ønske.,this is a perfectly justified concern.,Swap characters,det er et aldlees velbegrundet ønske.,"(0.99, 1.00)",8.4448432644281885e-78,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,1.0,da
bilaterale spørgsmål må ikke udgøre nogen hindring.,bilateral issues must not be an obstacle.,Negation,bilaterale spørgsmål må udgøre nogen hindring.,"(0.95, 0.99)",0.5154486831107657,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.6666666666666666,0.8,0.7272727223140496,0.8571428571428571,1.0,0.9230769181065088,0.95,0.99,da
(hu) fru formand! mange tak.,"(hu) thank you very much, madam president.",Add random word,(hu) fru formand! mange tak flintre.,"(0.95, 0.90)",0.7825422900366437,0.9836,1.0,0.8333333333333334,0.9090909041322316,1.0,0.8,0.8888888839506174,1.0,0.8333333333333334,0.9090909041322316,0.95,0.9,da
"(hu) mange tak, fru formand!","(hu) thank you, madam president.",Remove Character,"(hu) mange tak, fru formad!","(0.98, 0.99)",0.7506238537503395,0.8819,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.98,0.99,da
• kommissionens tildeling af yderligere tillæg,• the commission awards additional top-up,Replace Token with Random Word,• stevnsk tildeling af yderligere tillæg,"(0.85, 0.90)",0.537284965911771,0.8067,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.85,0.9,da
jeg tænker på musik og malerkunst.,i have in mind music and painting.,Remove Character,jeg tænker på musik og malerkust.,"(0.98, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.98,0.99,da
det er en helt ny vinkel.,this really is a new quality.,Remove Character,det er en helt ny vinkl.,"(0.95, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.99,da
personligt foretrækker jeg det første scenarium.,"personally, i favour the former scenario.",Remove Token,personligt foretrækker det første scenarium.,"(0.95, 0.95)",0.5115078115793242,0.8535,0.8333333333333334,1.0,0.9090909041322316,0.6,0.75,0.6666666617283951,0.8333333333333334,1.0,0.9090909041322316,0.95,0.95,da
"for det andet, skyldes dette menneskene?","secondly, is it caused by mankind?",Replace Character,"ffr det andet, skyldes dette menneskene?","(0.99, 0.99)",0.8408964152537145,0.8737,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
det vil være umådelig skadeligt.,it will be hugely damaging.,Remove Token,det vil være skadeligt.,"(0.85, 0.95)",7.070696784820904e-78,0.8203,0.8,1.0,0.8888888839506174,0.5,0.6666666666666666,0.5714285665306124,0.8,1.0,0.8888888839506174,0.85,0.95,da
i øjeblikket ved vi det faktisk ikke.,"at present, we really do not know.",Negation,i øjeblikket ved vi det faktisk.,"(0.75, 0.95)",0.7289545183625967,0.8757,0.8571428571428571,1.0,0.9230769181065088,0.8333333333333334,1.0,0.9090909041322316,0.8571428571428571,1.0,0.9230769181065088,0.75,0.95,da
så vi må være forsigtige her.,so we do need to be careful on this.,Duplicate character,så vi må være forrsigtige her.,"(0.99, 0.99)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.99,da
fortolkning af forretningssordenen: se protokollen,interpretation of the rules of procedure: see minutes,Replace Character,fortolkning af forretningssordenen: se protokojlen,"(0.95, 0.95)",0.7598356856515925,0.83,0.8,0.8,0.7999999950000002,0.75,0.75,0.749999995,0.8,0.8,0.7999999950000002,0.95,0.95,da
(parlamentet vedtog det mundtlige ændringsforslag),(the oral amendment was accepted),Swap words,vedtog (parlamentet det mundtlige ændringsforslag) ,"(0.95, 0.95)",0.5081327481546147,0.9606,1.0,1.0,0.999999995,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.95,da
jeg erklærer europa-parlamentets session for afbrudt.,i declare the session of the european parliament adjourned.,Duplicate character,jeg erklærer europa-parlamentets session for afbbrudt.,"(0.95, 0.99)",0.6434588841607617,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.8,0.8,0.7999999950000002,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.95,0.99,da
her er ordførerens initiativ meget vigtigt.,"here, the rapporteur's initiative is very important.",Replace Character,her er ordfererens initiativ meget vigtigt.,"(1.00, 1.00)",0.488923022434901,0.8413,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,1.0,1.0,da
(hu) hr. formand! tak for ordet.,"(hu) thank you, mr president.",Duplicate character,(hu) hr. fformand! tak for ordet.,"(0.99, 0.95)",0.7016879391277372,0.9055,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.6,0.6,0.5999999950000001,0.8333333333333334,0.8333333333333334,0.8333333283333335,0.99,0.95,da
tænk venligst over disse udtalelser.,thank you for devoting some thought to these statements.,Replace Character,tænk venligst over disso udtalelser.,"(0.95, 0.99)",7.262123179505913e-78,0.8067,0.8,0.8,0.7999999950000002,0.5,0.5,0.4999999950000001,0.8,0.8,0.7999999950000002,0.95,0.99,da
